"slope_pp_per_year","intercept","r_squared","p_value","zero_year","zero_year_ci_lo","zero_year_ci_hi","last_observed_year","last_observed_pct"
-0.1014,210.69,0.392,4.37e-05,2078.7,842.6,5208.2,2025,6.609
