"threshold","start","end","dropped","stations","first_pct","last_pct","change_pct"
350,1990,2024,"20",7,8.53,5.28,-38.2
350,1990,2024,"30",6,8.63,5.56,-35.6
350,1990,2024,"35",7,8.53,5.28,-38.2
350,1990,2024,"80",6,8.64,5.49,-36.5
350,1990,2024,"93",6,8.83,5.42,-38.6
350,1990,2024,"105",6,9.11,5.55,-39.1
350,1990,2024,"124",6,8.11,4.09,-49.5
350,1990,2024,"131",6,7.28,5.4,-25.8
350,1990,2024,"145",6,9.12,5.38,-41
350,1990,2024,"170",7,8.53,5.28,-38.2
